 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
46.2421875,31.67775888,3.68324294,18.24347102,18.81354515,48.79091132,2.9266899,8.283776651,1.0
117.8984375,39.34380507,0.176729681,1.238689477,2.592809365,17.37542132,8.90008164,91.19983744,0.0
132.078125,55.32314296,0.259417335,-0.20062049,3.561036789,22.37100788,8.377829261,75.72084476,0.0
117.2421875,61.71035495,0.24299774,-0.5884225160000001,0.774247492,10.01408067,19.30894732,431.7611256,0.0
67.171875,38.3534364,2.213705405,9.130930749,8.37541806,34.43590378,4.81411156,23.64356824,1.0
121.3515625,52.64616407,0.130486685,-0.382943192,1.99916388,15.36928373,10.04565597,118.5777446,0.0
99.4296875,43.65877697,0.349695632,0.636881699,0.387123746,8.683190316000001,25.389201,685.0634223999999,0.0
15.0390625,37.81459753,5.105033067,25.49731091,159.8494983,76.74001035,-0.575016194,-0.941293199,1.0
120.953125,52.0543375,-0.036084483,-0.267378808,2.6312709030000003,17.78185329,9.819439057,110.9173585,0.0
150.1953125,48.38001566,-0.459504787,-0.025672259,1.739966555,15.25853371,11.5354641,149.9142726,0.0
124.4296875,41.08274493,-0.069510812,0.47208847,2.183110368,,10.50906048,146.435339,0.0
95.0625,36.33820089,0.537868067,2.06190662,1.75,14.94544846,10.97402201,135.5510306,0.0
90.3359375,44.84596507,0.509367856,0.480307341,25.48578595,64.60579433,2.162228241,2.745630212,0.0
94.90625,49.72776474,0.6259811989999999,0.701249297,2.97826087,18.65133875,7.972659406,72.50117839,0.0
6.1875,30.85392753,6.476885002,42.92076344,138.19565219999998,49.30449566,0.3938674579999999,0.097969341,1.0
110.09375,45.88495081,0.2987352769999999,0.542145113,2.705685619,16.08330117,8.778400977,98.02389011,0.0
10.71875,30.84612453,,40.41800566,110.0434783,70.86350898,0.078696343,-0.926748337,1.0
117.8203125,56.04677645,0.083978014,-0.407412165,5.556856187,,6.135310694,41.80161145,0.0
151.265625,49.76467817,-0.287062184,-0.159546989,1.617892977,15.69830469,11.76922361,153.26582219999997,0.0
118.2890625,43.77769701,,0.472570348,2.810200669,21.49990113,8.962917946000001,85.82993825,0.0
93.890625,38.6929488,0.538198328,1.844401244,1.639632107,12.21140707,11.62131882,,0.0
121.421875,52.27266395,0.048221632,-0.3115772069999999,13.48411371,44.23469161,3.2143631530000003,9.044230645,0.0
14.984375,31.6415432,,37.83680375,87.14882943,69.73715288,0.416348214,-0.492008325,1.0
109.96875,43.48112692,0.1030975309999999,0.288852199,3.272575251,17.09478642,7.02462355,64.85060695,0.0
111.125,43.81940923,0.345319955,0.557409184,1.010033445,13.49891237,15.23392929,250.8717682,0.0
73.0,38.8882614,2.342840717,6.780450648,133.8787625,68.69177328,-0.283185658,-0.436295877,1.0
138.515625,50.77662239,-0.237304121,-0.387979406,10.26839465,38.95451045,4.079049789,16.18262394,0.0
88.53125,31.96163166,,4.805046796,2.809364548,15.85164644,8.103415731,84.349672,0.0
96.8359375,45.04525109,0.435910951,0.420905327,2.515886288,17.87738566,9.018725148,91.97756511,0.0
98.0,39.81362832,,1.242162603,1.126254181,14.85571452,14.21557494,208.6010393,1.0
142.421875,59.18530347,-0.350916159,-0.542484991,6.329431437999999,30.64793887,5.475451991,,0.0
122.9765625,48.27710781,-0.02716033,-0.080097751,5.120401338,28.76348981,5.867339404,34.48427747,0.0
96.9609375,34.5476126,0.39659257,2.817613445,3.0752508360000004,,8.096708937999999,69.14870968,0.0
117.9921875,45.05612751,0.1917542569999999,0.194954045,3.799331104,20.74345284,6.225972214,43.51557047,0.0
95.5390625,46.23089172,0.5991538479999999,1.292531537,1.509197324,10.88826264,14.06443786,271.06958619999995,0.0
99.265625,37.12594367,0.715227893,1.936421549,29.31688963,66.39636541,2.015641321,2.445002469,1.0
130.7265625,59.37509406,-0.058869538,-0.594023791,2.977424749,17.30110071,8.31057945,83.17580306,0.0
109.6171875,45.0633445,,0.185964777,2.836120401,,8.091847214,71.86328685,0.0
127.8046875,53.55838791,0.119318565,-0.360250434,1.923076923,12.25580618,10.79403768,170.1499551,0.0
130.671875,45.98727905,0.350341482,0.074009386,1.753344482,12.40503177,11.10526106,169.9061003,0.0
140.34375,42.87216417,0.047947517,0.763943768,0.6387959870000001,9.774889331,19.6746905,444.4817933,0.0
124.578125,49.45367298,-0.094629043,-0.270629804,1.7357859530000002,11.99304803,11.95862807,195.4402639,0.0
118.171875,43.39698819,,0.7698094109999999,2.565217391,16.54157408,8.510258639,86.45863399,0.0
106.4296875,40.31529711,,0.6842796959999999,6.943143813,30.6247399,5.082740755,26.95334183,0.0
108.1484375,50.17937977,0.396954585,0.103309262,3.241638796,24.79004086,8.215359881,69.41233217,0.0
120.3203125,45.45119869,0.0784613109999999,-0.18345726,92.98996656,97.77858699,0.122075536,-1.938422805,0.0
129.6015625,46.67395885,0.002779262,0.27099452,1.464882943,,11.88044506,,0.0
120.578125,53.35649699,-0.125105578,-0.470178049,2.597826087,18.64129703,9.488488824,103.0995143,0.0
102.234375,41.86240191,0.5158802379999999,1.323353858,3.900501672,22.06461247,6.750758659,50.45796618,0.0
100.265625,45.35872373,0.332871475,0.4049261389999999,12.05852843,43.43098842,3.763827058,13.37460254,0.0
20.8046875,35.84538381,4.686132238,22.27669719,124.5050167,71.51378571,-0.2399243439999999,-0.596142712,1.0
137.109375,58.53687865,-0.11208577,-0.580171595,2.321906355,14.27205405,9.623402094,120.6699338,0.0
90.4140625,40.19241365,0.47346368,1.547405787,1.508361204,13.05977115,11.43855144,161.5302378,0.0
125.7421875,42.41927003,0.252812583,0.459472868,9.95819398,40.60182614,4.177913432,16.62374484,0.0
131.15625,52.73377083,0.024067971,-0.1889230589999999,1.622073579,,10.61823308,119.3827048,0.0
108.34375,37.30646674,0.4230165429999999,1.611199975,5.5409699,28.19667834,5.529552206,32.21442882,0.0
65.78125,45.98945829,2.573223812,7.695831482999999,18.54849498,52.68814184,3.0050616160000003,8.190395346,1.0
101.9140625,42.83599307,0.335433628,0.700148443,2.810200669,17.300364300000002,8.458464305,85.86364912,0.0
98.5078125,56.73361494,0.501886843,-0.1898442139999999,18.49414716,52.29163908,2.6533217,5.555894638,0.0
123.84375,42.72759601,0.200327885,0.199121973,3.780100334,18.48738986,6.215092177000001,,0.0
98.8671875,48.17146638,0.415156525,0.41102218,1.4857859530000002,18.15238263,12.20201639,147.75228080000002,0.0
121.375,52.45504027,0.148122729,-0.151496262,5.013377926,30.26010136,6.321699303,39.88378349,0.0
10.3125,36.10158194,5.616802567000001,32.14524827,84.56438127,53.161095200000005,1.072975801,1.020764455,1.0
35.4140625,30.11476158,,30.64912859,33.01170569,51.02871377,2.04042602,4.470146528,1.0
112.8671875,42.60013408,0.1768739319999999,0.335491659,3.553511706,20.76032957,7.714906622999999,68.61723954,0.0
129.171875,51.54020114,0.133561192,-0.174616458,6.18645485,34.03307732,5.560734251,29.89193035,0.0
107.2578125,39.49648839,0.465881961,1.162877124,4.079431438,24.98041798,7.397079947999999,57.78473789,0.0
112.5546875,44.37390995,0.451627185,0.2675266719999999,2.74916388,22.33375501,8.825079972000001,79.83016539,1.0
142.5546875,56.75479173,-0.263939492,-0.873392607,52.30434783,81.78936983,1.039534567,-0.717235095,0.0
122.765625,57.00129993,0.014281377,-0.458586622,6.765050167,33.05522615,5.040256213999999,24.94986675,0.0
133.5859375,47.95644628,-0.165811746,-0.181547788,9.925585284,35.23671002,3.904088877,15.24672538,0.0
112.3671875,53.08349424,,-0.399752846,1.54180602,12.68860751,11.43758192,,0.0
96.984375,47.15781092,0.599829133,0.548897636,7.774247492000001,33.21802719,4.482570167,19.97499853,0.0
133.8984375,52.59780174,,-0.611753746,2.813545151,20.74320255,8.083539878,69.33262623,0.0
123.0546875,57.78479858,-0.071634893,-0.756661268,1.266722408,,15.18610871,298.56323910000003,0.0
111.203125,51.14491656,0.1249105569999999,-0.105265874,1.700668896,12.76638692,12.26106325,188.4904163,0.0
84.0078125,34.2523941,1.363557767,5.062536586,10.24665552,40.57020667,4.084324106,15.84995549,1.0
15.8359375,35.20604026,,30.60445917,111.86538459999998,58.54717766,0.2002952089999999,0.3492781239999999,1.0
107.3515625,43.95764827,,0.304917802,3.218227425,15.84667449,7.660243141,80.18941036,0.0
108.1328125,45.80194645,0.3591945379999999,0.384454487,1.245819398,14.04191436,12.68281848,174.5671498,0.0
104.359375,40.57857624,0.807804527,1.877997868,2.327759197,17.51667907,9.270957419,97.89793095,0.0
136.078125,49.75935989,-0.120659883,-0.26489637,4.97909699,26.72566685,5.727605555,33.70989053,0.0
117.7265625,50.30372048,0.223400048,0.025380284,0.4966555179999999,10.19520949,22.96072935,541.9479928999999,0.0
108.75,38.090148,,1.675152286,1.93645485,,10.39525239,125.3274754,0.0
115.2109375,59.40218487,,-0.950975107,1.3712374580000002,11.8087877,12.8631001,212.9904877,0.0
45.609375,39.13682616,3.646904656,13.77286958,127.9431438,72.76456821,0.067914638,-0.82641302,1.0
115.078125,36.16598224,0.365580485,1.666648595,1.204013378,,14.41634865,250.5157561,0.0
124.578125,42.78080202,,0.714779293,4.161371237,25.86157283,6.517514407,43.05644265,0.0
143.71875,47.89554675,-0.099594314,-0.296106587,1.238294314,14.07674516,13.19715285,192.3290727,0.0
113.2421875,49.41671436,,-0.172755293,3.295150502,17.18400351,7.189896237,65.34629699999999,0.0
136.46875,45.22563873,-0.18439488,0.248797666,4.043478261000001,23.74970056,7.037496732,53.78218849,0.0
89.296875,37.97333756,,1.665689864,0.911371237,12.2551131,15.89808064,273.6520681,0.0
137.1640625,64.61143201,-0.135341131,-1.207550053,22.5083612,54.23111786,2.4988000230000003,5.166749616000001,0.0
114.9296875,43.08806092,,0.66858189,3.647993311000001,26.80941664,7.484848903,55.52465051,0.0
143.2109375,41.86653876,0.127639263,0.452241526,1.986622074,16.74313582,10.81344515,133.1920851,0.0
101.703125,43.90247704,0.1719222319999999,0.283719729,5.737458193999999,28.65490032,5.609646849,33.41528716,0.0
95.5546875,44.51155198,0.599631524,1.1032387,2.036789298,,10.08720597,142.42457199999998,0.0
110.2734375,52.21690262,0.109555025,-0.218648333,2.420568562,13.69207025,9.334918905,121.7696645,0.0
115.65625,43.25983225,,0.60706264,2.659698997,,8.625085189,91.57758477,0.0
136.78125,46.9715568,-0.227009471,0.188787493,4.948996656,29.91484415,6.274048303,39.19509429,0.0
121.0078125,36.52663756,0.147047411,1.17405872,2.890468227,19.47476395,8.198444031000001,76.72879938,0.0
106.03125,49.06945612,0.346500884,0.25116785,3.632107023,19.45108192,6.8978477620000005,56.59811463,0.0
141.65625,49.10168618,-0.4748542639999999,0.0994954169999999,0.995819398,10.47424693,15.91899075,322.1493691,0.0
116.8671875,53.59386787,0.469989854,-0.192291213,116.8896321,61.61430246,-0.4921411189999999,-0.4327557279999999,0.0
120.140625,54.3206243,0.176285345,-0.43576744,2.660535117,20.70048747,8.41385777,74.04532729,0.0
103.578125,48.43126724,0.216186787,-0.1069918919999999,2.196488294,17.37402882,10.07310465,111.438789,0.0
98.0625,41.61537989,0.509485929,1.104477791,2.234949833,14.14015426,9.885074816,126.4735568,0.0
114.3125,54.75481571,0.221982621,-0.441776201,1.022575251,11.82270046,14.43284312,241.9222091,0.0
127.6328125,48.58897623,0.009613423,0.077273363,4.383779264,23.77329601,7.215417111,57.65903977,0.0
111.6640625,42.49894803,0.15832364,0.466076585,4.18812709,27.17502837,6.973744689,49.81709481,0.0
97.7421875,59.56407344,0.693107927,-0.614142075,206.5292642,38.76869466,-2.636857381,8.08010064,0.0
109.6015625,44.16328719,0.198448921,0.228572096,2.2090301,13.44379302,9.850950467,133.0719178,0.0
83.1484375,38.29451859,,4.05683926,6.010033445,30.57768602,5.726569838,34.05263772,1.0
108.71875,48.95596515,0.12615986,-0.448122647,5.433110368,23.76451587,5.64175664,,0.0
123.515625,44.71174768,-0.0912041869999999,0.0386604679999999,3.940635452,19.61989948,7.139694702999999,62.63131662,0.0
115.6328125,37.9892812,0.130539046,1.69544987,4.748327759,23.59084141,5.956808614,40.75965888,0.0
126.421875,47.70803283,0.059551295,0.417030384,8.747491639,36.42125953,4.488501237,19.98846875,0.0
78.375,44.91554575,1.571888685,3.038829789,16.47575251,49.78178382,3.229605592,,1.0
85.90625,36.74095074,,2.442330219,1.127090301,13.28037889,13.47001205,,0.0
145.890625,46.32278637,,0.27545076,1.198160535,10.13223753,16.11271855,348.50357660000003,0.0
133.5234375,53.43014786,0.186128622,-0.087891458,1.557692308,15.66094078,10.93019437,128.0259026,0.0
133.9609375,44.22446338,-0.1487375,0.475086688,2.52090301,13.12878318,9.273148988,,0.0
117.4375,48.48094826,0.0499563529999999,0.2324046639999999,3.4122073580000003,20.73341263,7.442761817,63.66071816,0.0
124.7265625,48.01899279999999,0.252168026,0.196495823,2.549331104,21.40300688,8.759057529,78.20906415,0.0
111.703125,54.79883087,,-0.49125384,2.591137124,19.85185656,8.767295687,83.19980505,0.0
124.546875,49.49066506,-0.1169637209999999,-0.637538531,2.343645485,13.47305504,9.56353674,128.2210244,0.0
163.875,46.84382297,-0.351171234,-0.04910949,3.336956522,22.05058805,7.808546436,66.25727331,0.0
150.984375,50.75892538,-0.298264741,-0.418193198,4.432274247,27.61454579,7.431420974,56.13102511,0.0
57.4453125,35.75061376,2.875335669,12.16126995,3.996655518,27.60310539,7.373036537000001,54.98270763,1.0
136.6484375,49.28006535,-0.2976371889999999,-0.0263610179999999,3.08277592,,7.919433455,79.13662558,0.0
119.4453125,46.84612587,0.179741148,0.111425682,3.415551839,19.28479722,6.680946411,52.4714064,0.0
124.3515625,55.93168124,,-0.658005835,4.433946488,25.7762397,7.226476927999999,53.99597424,0.0
64.4765625,47.96091587,2.43251329,6.268466638,55.11705686,,1.095747702,-0.249699465,1.0
89.421875,42.97139481,0.582709288,0.895797616,1.306856187,10.46951235,14.92837204,306.1459424,0.0
60.8828125,33.77258992,2.449872617,11.3791132,14.58779264,48.86978279,3.322152211,9.756751039,1.0
101.59375,52.42814093,0.345714442,-0.2866295,6.561036789,32.83401227,5.493631097000001,30.56820949,0.0
140.0234375,49.19404576,-0.1594482019999999,-0.056027598,0.491638796,,22.7746177,573.5911786,0.0
120.15625,41.64741092,0.2539630539999999,0.339157067,3.372909699,23.90392703,7.915987703,65.56476953,0.0
91.921875,49.76297089,0.455257072,0.024737875,1.863712375,15.74835515,10.57315364,127.9219451,0.0
88.7734375,32.70588987,0.758554843,4.0889698,22.2993311,62.94490371,2.486482452,4.243874885,0.0
132.859375,56.76180141,,-0.681334922,2.18729097,13.56022263,9.862297035,131.7022498,0.0
104.0234375,47.42320517,0.4725825079999999,0.154629769,3.62541806,20.26492982,6.802878615,52.76562102,0.0
105.6796875,35.16499804,0.400312895,1.918578694,1.841137124,13.39600774,10.69135333,145.585032,0.0
91.0234375,42.73198905,0.320523518,0.719521477,1.767558528,11.70667781,11.80153271,201.4082611,1.0
101.859375,42.54331146,0.496664699,1.297976498,4.900501672,26.73309111,6.044950506,38.2413244,0.0
104.0234375,40.71230328,0.529116394,0.897714835,1.455685619,10.62025622,14.66097583,295.0710372,0.0
94.2421875,43.24597996,0.3725196629999999,0.879412009,1.094481605,12.87352692,14.25660616,228.8612671,0.0
82.9375,42.15721135,0.5290886260000001,1.319137513,1.715719064,12.34358134,11.71209581,183.0370127,0.0
144.453125,52.15869106,-0.311328867,-0.289645347,1.0811036790000002,13.22550531,15.30033692,261.1072275,0.0
123.765625,41.95970619,-0.120700856,0.3790441679999999,7.254180602000001,35.66572708,4.99039229,24.09019475,0.0
97.09375,46.34271745,,0.274746357,2.342809365,19.60614384,9.174740046,88.13655721,0.0
114.1328125,54.59071737,0.09929354,-0.21227264,53.17558528,68.37086017,0.5957441170000001,-1.3737479119999998,0.0
109.5390625,42.99126044,0.243754261,0.28155092,1.139632107,10.76301737,15.11785082,293.9065769,0.0
94.875,50.90585674,0.5188295239999999,0.43763797,9.18645485,35.96574249,4.164572855,17.18575095,0.0
115.8984375,55.62933127,0.3821148139999999,-0.299731538,1.622073579,11.4217996,12.81936479,230.372885,0.0
117.0234375,43.90427528,0.118215526,0.661201313,0.324414716,,32.11141593,1071.604226,0.0
117.2421875,44.90576002,0.187123115,0.250450726,1.759197324,12.03237859,12.14303861,198.909211,0.0
112.6328125,40.69203529,0.394077746,1.5357190859999998,2.807692308,20.10211742,9.047894268,90.37678502,0.0
121.4765625,45.7779909,,0.19799559,3.430602007,19.4375176,6.750373447,52.39071136,0.0
133.8984375,45.56740197,,0.159990539,91.60785953,101.2511327,0.332292826,-1.71192464,0.0
119.984375,47.66205651,0.084777094,-0.025236891,2.788461538,,8.203992947,84.39620914,0.0
139.7265625,56.01641986,0.12343521,-0.750111997,6.885451505,32.99069123,5.069128591,25.63596367,0.0
101.109375,52.23523033,0.314269137,-0.190634375,1.173913043,14.68760045,13.76334097,199.3373883,0.0
83.2265625,39.40935304,0.64813119,1.804153857,2.220735786,18.85980059,9.69029175,99.41382161,0.0
97.8515625,40.72431895,0.545522272,1.151478349,2.72993311,17.05405944,8.284555671,83.06011627,0.0
133.0703125,45.2199803,-0.064624429,0.168395994,28.57441472,65.28328017,2.011369947,2.402393432,0.0
151.9453125,45.38348898,-0.191162723,0.468665923,3.380434783,,7.22825123,55.67498253,0.0
82.6796875,37.76674579,0.699401979,2.305708559,1.464046823,12.79787079,12.4368456,185.31126,0.0
91.8046875,38.65574395,0.5616312729999999,1.602519791,1.693143813,13.31086964,10.96227943,150.70636509999997,0.0
117.5234375,46.44249886,0.217898345,0.394391317,3.678929766,20.95437609,7.108818411000001,56.97817231,0.0
53.6484375,26.42932493,3.804691916,25.79331793,75.7006689,84.41726689,0.47445706,-1.3921648830000002,1.0
114.0703125,45.07548939,0.372537338,0.384833887,3.674749164,22.45479438,7.909013529,69.29018867,0.0
107.5390625,86.95139648,-0.008927546,-1.676724149,211.9489967,54.01031031,-2.556795187,5.768457521,0.0
107.9375,45.31603434,0.3852186079999999,0.395582799,1.849498328,14.00175902,10.6062034,139.59687649999998,0.0
115.234375,47.35000732,0.042642097,0.289257185,5.892140467999999,26.84850173,4.921921611,25.444174,0.0
108.796875,48.53741459,0.385304229,0.234023741,4.722408027,26.4038902,6.820134831,50.61748724,0.0
118.3515625,47.96932448,,0.149083725,1.185618729,14.21634066,13.68880829,200.1690313,0.0
141.0625,49.52426015,-0.248185338,0.036178881,1.279264214,12.47856777,12.43719156,188.2850975,0.0
76.234375,37.58521243,0.986086569,3.419548369,3.501672241,20.95370348,7.557574152000001,66.51517051,0.0
100.6953125,41.41228656,,1.511935744,2.382943144,16.80934334,9.541324104,108.3758643,0.0
115.734375,43.54388669,0.2336855339999999,0.2226050289999999,2.659698997,17.77720012,8.465699093,81.39376359,0.0
88.109375,36.96582763,0.731360034,2.426171674,3.85451505,24.43304765,6.853368689,49.06597862,0.0
99.4296875,39.3779133,0.466076614,1.004083947,2.118729097,20.18586587,9.886036755,99.12494014,0.0
105.46875,44.47909226,0.0897698359999999,0.287432718,2.294314381,22.82806906,9.883416048,96.02747663,0.0
108.2109375,43.03553262,0.225013568,0.254552824,1.693143813,,11.45209443,148.8394939,0.0
44.2578125,60.33762379,2.063332746,3.229865232,158.9013378,60.91147394,-1.129127959,0.555839532,1.0
133.1171875,49.22375905,0.108278027,0.354413776,1.970735786,12.01399601,10.99263171,180.3009207,0.0
142.8125,52.46200262,-0.533446285,-0.192066466,6.7909699,32.99948999,5.164130046,26.63116733,0.0
124.125,51.61289204,0.09842086,-0.595439877,2.077759197,18.22356904,10.16614058,109.4975202,0.0
140.0234375,50.45487849,-0.189009852,-0.160740823,0.7993311040000001,10.98698833,17.83922752,359.9147868,0.0
125.7734375,42.45792308,0.224963586,0.871433916,3.045986622,18.79551267,7.88354169,,0.0
93.3671875,34.50857482,,3.322047657,2.151337793,18.78005079,10.24461786,112.6686916,0.0
100.171875,49.81733969,0.179301829,-0.0853436,0.705685619,10.28223788,18.70786638,397.3111657,0.0
147.9921875,50.37895395,-0.319965154,-0.14620636,1.269230769,14.53594632,13.09875392,,0.0
83.8125,40.59012927,0.611750363,1.617375621,1.977424749,14.7608129,10.64449998,134.24611380000002,0.0
148.1640625,50.12403013,,0.141801919,4.107859532,,7.891064714,71.48051326,0.0
100.5625,41.37816264,0.4523090389999999,1.028355549,2.085284281,13.66602668,10.15795723,134.74686200000002,0.0
108.3359375,53.15635506,0.520445357,-0.019986043,1.993311037,12.15245776,11.08343124,178.2672231,0.0
116.8359375,45.52759763,0.162573818,0.111272588,1.487458194,15.39531516,11.52614944,142.6601782,0.0
134.7890625,45.46678945,0.0513320909999999,0.3054420989999999,1.677257525,11.61050662,12.26534904,211.5259102,0.0
89.6484375,36.98491877,1.045088822,3.143446654,1.607859532,11.06106062,13.37865865,253.66098280000003,0.0
133.671875,54.71975611,0.017328156,-0.412603216,75.46237458,,0.264667045,-1.6866457419999998,0.0
124.53125,47.20681517,-0.116539754,0.259115055,4.403846154,25.72071414,6.578057503999999,46.23590602,0.0
145.140625,45.54388927,-0.316156176,0.042365005,8.321070234,33.65580139,4.615381965,21.46987071,0.0
80.375,40.80422006,0.7222890209999999,1.367278956,2.872909699,,8.071696243,86.90738361,0.0
110.796875,54.8917058,0.245544714,-0.493729967,1.448160535,14.67769068,11.38841631,143.7556606,0.0
90.1484375,40.78604423,0.457138562,0.885516215,5.35451505,29.75951108,6.102230522999999,37.97951996,0.0
129.296875,45.4473183,-0.065939876,0.388226869,3.4289297660000004,19.66213274,6.652157025,51.09549314,0.0
125.8203125,58.37505803,0.05079841,-0.610335937,2.341137124,17.28578437,8.983148314,91.77658006,0.0
83.609375,46.92051696,0.688320155,0.502758271,3.214882943,25.02459952,8.106620795,66.61986438,0.0
26.421875,28.35478613,6.414866062000001,45.38364068,59.00752508,58.27894613,1.452547751,1.756034769,1.0
126.4453125,52.11507828,-0.110786611,-0.23540978,2.857859532,19.12495953,8.923309217,89.75251709999999,0.0
120.46875,44.16852271,0.066959935,0.183849646,2.31270903,16.32541791,8.932344756,93.5169173,0.0
103.8828125,45.0329083,0.1923273639999999,0.120666743,4.256688963,25.18726181,6.987239233,52.59179409,0.0
108.3671875,41.15896604,0.428721701,1.025186633,2.526755853,17.45505801,8.779310064,88.4612056,0.0
126.2578125,42.61679652,0.102687993,0.78227285,2.9506688960000003,19.58187702,7.625642673,64.1174918,0.0
48.078125,32.40023374,3.5966131160000003,17.31498052,64.76421405,72.62912333,1.105638115,0.280692664,1.0
119.4921875,54.33993066,,-0.585414084,4.2976588630000006,26.03294211,6.860343767000001,48.78076196,0.0
110.46875,48.41696137,0.4332504029999999,-0.151844171,1.966555184,15.76777179,10.38738,126.2789869,0.0
106.234375,47.10236266,0.506885872,0.48648332,2.569397993,14.98737596,9.119412833,106.809231,0.0
119.34375,43.62722729,0.3172077439999999,0.413501605,3.117892977,17.07999028,7.247819956,65.89074678,0.0
124.734375,51.21210251,0.553025789,0.0502338,2.9698996660000003,20.82658363,9.636230006,98.77889252,0.0
